RecipeId,id,score,[features],URL,query,facet
289773,c5645436-3bfd-4642-bc10-19dcc9deb0a2,15.994406,"documentRecency=0.067437984,documentRating=1.0,documentReviewCount=0.0026118185,originalScore=15.994406",http://localhost:3000/recipe/289773,oatmeal,
344664,7c1c8cba-da6b-448c-8d96-03ed104ef551,15.994406,"documentRecency=0.071297444,documentRating=0.0,documentReviewCount=0.0,originalScore=15.994406",http://localhost:3000/recipe/344664,oatmeal,
425782,5fa1990e-9715-41ab-821a-ecd7113f2b31,15.994406,"documentRecency=0.079172835,documentRating=1.0,documentReviewCount=6.529546E-4,originalScore=15.994406",http://localhost:3000/recipe/425782,oatmeal,
416085,68a26d42-1a80-4c9f-a5f9-3fca08c7d430,15.292664,"documentRecency=0.078009315,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=15.292664",http://localhost:3000/recipe/416085,oatmeal,
43550,67ee5bdd-9608-41f3-ba34-5faa2cdea00f,13.973931,"documentRecency=0.049534623,documentRating=1.0,documentReviewCount=6.529546E-4,originalScore=13.973931",http://localhost:3000/recipe/43550,oatmeal,
44027,ca9a4ff9-b1e6-4c22-815b-fbd02af1f2ba,13.973931,"documentRecency=0.049581565,documentRating=1.0,documentReviewCount=0.0032647732,originalScore=13.973931",http://localhost:3000/recipe/44027,oatmeal,
46003,33b440d2-6697-4818-987e-b10160ff1649,13.973931,"documentRecency=0.049716163,documentRating=1.0,documentReviewCount=0.017303297,originalScore=13.973931",http://localhost:3000/recipe/46003,oatmeal,
47424,2aa3ea24-0523-48cd-9b5e-d4eaceac33eb,13.973931,"documentRecency=0.04977021,documentRating=1.0,documentReviewCount=0.0019588638,originalScore=13.973931",http://localhost:3000/recipe/47424,oatmeal,
48018,e478505b-2ecd-4b94-93c1-c297ec88b93d,13.973931,"documentRecency=0.04987865,documentRating=0.8,documentReviewCount=6.529546E-4,originalScore=13.973931",http://localhost:3000/recipe/48018,oatmeal,
50627,a74b34c3-45fc-46aa-b4b3-baa65d0f0924,13.973931,"documentRecency=0.050103813,documentRating=1.0,documentReviewCount=0.0045706825,originalScore=13.973931",http://localhost:3000/recipe/50627,oatmeal,
52768,891fe187-1ee6-4161-b0ef-33c611c14fb7,13.973931,"documentRecency=0.05023438,documentRating=1.0,documentReviewCount=9.794319E-4,originalScore=13.973931",http://localhost:3000/recipe/52768,oatmeal,
54705,d09109bc-68bb-4444-8e36-bdd87fce9ca4,13.973931,"documentRecency=0.05040722,documentRating=1.0,documentReviewCount=0.0026118185,originalScore=13.973931",http://localhost:3000/recipe/54705,oatmeal,
58106,778b002b-aa28-4dbb-87ed-0eb52876fd9c,13.973931,"documentRecency=0.050686248,documentRating=0.9,documentReviewCount=6.529546E-4,originalScore=13.973931",http://localhost:3000/recipe/58106,oatmeal,
58403,5c8a5887-5db2-4d45-a03a-07779a11d915,13.973931,"documentRecency=0.050700277,documentRating=1.0,documentReviewCount=0.0055501144,originalScore=13.973931",http://localhost:3000/recipe/58403,oatmeal,
60047,01f1d06b-5677-40c2-9397-7d35f4e08b8a,13.973931,"documentRecency=0.050777595,documentRating=1.0,documentReviewCount=0.0035912504,originalScore=13.973931",http://localhost:3000/recipe/60047,oatmeal,
947,a5dfacb6-fb84-402a-bec0-b3c08002d1b8,13.973931,"documentRecency=0.042837456,documentRating=1.0,documentReviewCount=0.01828273,originalScore=13.973931",http://localhost:3000/recipe/947,oatmeal,
2519,8841dc05-0dc2-480e-8d96-25bdefc4cdb1,13.973931,"documentRecency=0.04316561,documentRating=0.8,documentReviewCount=0.0035912504,originalScore=13.973931",http://localhost:3000/recipe/2519,oatmeal,
4005,79c950d9-25b3-4415-9a7b-6c1b44a117c0,13.973931,"documentRecency=0.04325737,documentRating=0.6,documentReviewCount=9.794319E-4,originalScore=13.973931",http://localhost:3000/recipe/4005,oatmeal,
8722,2c1daf95-3a39-420b-98c9-0f3962271278,13.973931,"documentRecency=0.046029866,documentRating=0.8,documentReviewCount=6.529546E-4,originalScore=13.973931",http://localhost:3000/recipe/8722,oatmeal,
12023,63672beb-8215-496e-8ebb-9b2c1d89954a,13.973931,"documentRecency=0.04705286,documentRating=1.0,documentReviewCount=9.794319E-4,originalScore=13.973931",http://localhost:3000/recipe/12023,oatmeal,
12262,f6b3e839-c477-477a-be06-ac7f1c9f3e20,13.973931,"documentRecency=0.04710127,documentRating=0.9,documentReviewCount=6.529546E-4,originalScore=13.973931",http://localhost:3000/recipe/12262,oatmeal,
12334,26aeb9ab-303e-46df-97a4-1dde3031f659,13.973931,"documentRecency=0.047107324,documentRating=1.0,documentReviewCount=0.0022853413,originalScore=13.973931",http://localhost:3000/recipe/12334,oatmeal,
12408,64ff5267-47dc-4238-927a-42fddc5facb6,13.973931,"documentRecency=0.047119446,documentRating=1.0,documentReviewCount=0.01567091,originalScore=13.973931",http://localhost:3000/recipe/12408,oatmeal,
13372,c0d21e88-1c8c-4760-99f0-ff1f3765451a,13.973931,"documentRecency=0.047265384,documentRating=1.0,documentReviewCount=0.009141365,originalScore=13.973931",http://localhost:3000/recipe/13372,oatmeal,
16174,baffd8f3-2405-45ad-a484-9ab87c9b72b7,13.973931,"documentRecency=0.047609434,documentRating=1.0,documentReviewCount=0.0029382957,originalScore=13.973931",http://localhost:3000/recipe/16174,oatmeal,
17006,83968e77-f6c1-430c-b0be-24f306846d3b,13.973931,"documentRecency=0.04771487,documentRating=0.9,documentReviewCount=0.008814887,originalScore=13.973931",http://localhost:3000/recipe/17006,oatmeal,
18579,b0c10566-0641-4c67-b76c-8eab9e8eba4a,13.973931,"documentRecency=0.047852017,documentRating=1.0,documentReviewCount=0.0022853413,originalScore=13.973931",http://localhost:3000/recipe/18579,oatmeal,
20342,f06a3e0c-9074-4676-9eda-026fa51e8192,13.973931,"documentRecency=0.04798366,documentRating=1.0,documentReviewCount=0.0019588638,originalScore=13.973931",http://localhost:3000/recipe/20342,oatmeal,
67755,83f8ea63-103c-474d-82df-3fab5d48b849,13.973931,"documentRecency=0.051505927,documentRating=1.0,documentReviewCount=0.0032647732,originalScore=13.973931",http://localhost:3000/recipe/67755,oatmeal,
68081,1c3a9627-e200-410c-98db-dbeb70a2437c,13.973931,"documentRecency=0.051556673,documentRating=0.0,documentReviewCount=0.0,originalScore=13.973931",http://localhost:3000/recipe/68081,oatmeal,
68393,67777185-116c-49b6-9211-c1d1cdf2385d,13.973931,"documentRecency=0.051563937,documentRating=0.9,documentReviewCount=0.0065295463,originalScore=13.973931",http://localhost:3000/recipe/68393,oatmeal,
68832,8ca62616-398c-49c5-bdb2-5ab115139075,13.973931,"documentRecency=0.051622078,documentRating=1.0,documentReviewCount=0.006203069,originalScore=13.973931",http://localhost:3000/recipe/68832,oatmeal,
70617,8c7e9f4c-c8c8-4c6d-82b9-21437d6450ce,13.973931,"documentRecency=0.05178996,documentRating=1.0,documentReviewCount=0.0019588638,originalScore=13.973931",http://localhost:3000/recipe/70617,oatmeal,
72806,0a986dca-dd61-4c40-a35f-cdbae1861166,13.973931,"documentRecency=0.052032754,documentRating=1.0,documentReviewCount=6.529546E-4,originalScore=13.973931",http://localhost:3000/recipe/72806,oatmeal,
78460,5a986de6-28a0-4cf0-9570-0c237e2fa40c,13.973931,"documentRecency=0.052502643,documentRating=1.0,documentReviewCount=0.0032647732,originalScore=13.973931",http://localhost:3000/recipe/78460,oatmeal,
79023,e30dbb1c-b238-41d8-86dc-3de5b4c123fc,13.973931,"documentRecency=0.052547842,documentRating=1.0,documentReviewCount=0.0019588638,originalScore=13.973931",http://localhost:3000/recipe/79023,oatmeal,
79079,ecebf58f-6768-49f2-9ce8-67ebde8c98c9,13.973931,"documentRecency=0.052547842,documentRating=1.0,documentReviewCount=0.0068560233,originalScore=13.973931",http://localhost:3000/recipe/79079,oatmeal,
81686,9806f94c-097a-42a5-9b2d-d963f9e395d2,13.973931,"documentRecency=0.05282065,documentRating=0.8,documentReviewCount=3.264773E-4,originalScore=13.973931",http://localhost:3000/recipe/81686,oatmeal,
