RecipeId,id,score,[features],URL,query,facet
206829,677a6447-8827-4dbc-a753-5ee2e5e0813b,32.79273,"documentRecency=0.0627474,documentRating=0.9,documentReviewCount=0.0013059092,originalScore=32.79273",http://localhost:3000/recipe/206829,pasta bolognese,
281405,18f7ff43-687b-4012-a3a9-0055aa045071,32.79273,"documentRecency=0.06695718,documentRating=0.0,documentReviewCount=0.0,originalScore=32.79273",http://localhost:3000/recipe/281405,pasta bolognese,
508268,4d238e17-54fe-45c6-a7e9-997e057e2065,32.79273,"documentRecency=0.10864672,documentRating=0.0,documentReviewCount=0.0,originalScore=32.79273",http://localhost:3000/recipe/508268,pasta bolognese,
142292,2b935f80-bd72-45c6-bbcc-6dbaa3a5a55a,29.114832,"documentRecency=0.05820076,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=29.114832",http://localhost:3000/recipe/142292,pasta bolognese,
352916,50fe46b7-c277-4c45-8f23-7b54784ad8ae,29.114832,"documentRecency=0.07182877,documentRating=0.0,documentReviewCount=0.0,originalScore=29.114832",http://localhost:3000/recipe/352916,pasta bolognese,
367229,16096452-6198-42c8-b96c-738311a770ad,29.114832,"documentRecency=0.07301728,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=29.114832",http://localhost:3000/recipe/367229,pasta bolognese,
526149,54c79167-692a-447b-9cb8-27880b229dba,29.114832,"documentRecency=0.14579666,documentRating=0.0,documentReviewCount=0.0,originalScore=29.114832",http://localhost:3000/recipe/526149,pasta bolognese,
537385,0819df1a-3271-4154-955c-85be69924eba,29.114832,"documentRecency=0.23811714,documentRating=0.0,documentReviewCount=0.0,originalScore=29.114832",http://localhost:3000/recipe/537385,pasta bolognese,
97597,bbec628e-1938-429b-a866-89d44fca4e5a,27.791489,"documentRecency=0.054413624,documentRating=0.9,documentReviewCount=6.529546E-4,originalScore=27.791489",http://localhost:3000/recipe/97597,pasta bolognese,
529292,0aabd780-d56b-4bf9-8682-c43b73ffa6fb,27.148064,"documentRecency=0.16371834,documentRating=0.0,documentReviewCount=0.0,originalScore=27.148064",http://localhost:3000/recipe/529292,pasta bolognese,
242428,b2c5f550-3ea6-4731-8f13-f5107381c5b4,26.731539,"documentRecency=0.064789705,documentRating=0.8,documentReviewCount=9.794319E-4,originalScore=26.731539",http://localhost:3000/recipe/242428,pasta bolognese,
101714,554b93df-0951-4eea-aa60-dfc066239672,26.349722,"documentRecency=0.05491125,documentRating=0.0,documentReviewCount=0.0,originalScore=26.349722",http://localhost:3000/recipe/101714,pasta bolognese,
16857,68c16f77-be65-4a55-a2f1-644047eba2ab,26.178734,"documentRecency=0.047696233,documentRating=0.8,documentReviewCount=0.0013059092,originalScore=26.178734",http://localhost:3000/recipe/16857,pasta bolognese,
