,RecipeId,id,score,[features],URL,query
0,45029,32ec593e-a43e-410f-8a69-b6075a8f466b,21.139862,"documentRecency=0.049623795,documentRating=1.0,documentReviewCount=0.0048971595,originalScore=21.139862",http://localhost:3000/recipe/45029,apple pie
1,73500,662b128e-a6fd-4d69-ac0b-48a5c8c18dca,21.139862,"documentRecency=0.05209408,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/73500,apple pie
2,75026,381e633d-2c76-4843-a0d3-c437add3cb7c,21.139862,"documentRecency=0.05222034,documentRating=1.0,documentReviewCount=0.0026118185,originalScore=21.139862",http://localhost:3000/recipe/75026,apple pie
3,87116,0e5edde7-ebce-4dc7-8e8a-9f4fa1adc840,21.139862,"documentRecency=0.053276163,documentRating=0.9,documentReviewCount=0.0022853413,originalScore=21.139862",http://localhost:3000/recipe/87116,apple pie
4,96079,28992501-4421-4c75-a1eb-06e4d9294cf9,21.139862,"documentRecency=0.054246698,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/96079,apple pie
5,108940,7bb67540-5abe-41df-a152-b862663ffc96,21.139862,"documentRecency=0.055757932,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/108940,apple pie
6,186625,b506f4a5-ddd8-4183-b72e-2913eac2c977,21.139862,"documentRecency=0.061424527,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/186625,apple pie
7,65429,84848ce8-3041-4556-bece-2102666aa40b,21.139862,"documentRecency=0.051262897,documentRating=1.0,documentReviewCount=0.012079661,originalScore=21.139862",http://localhost:3000/recipe/65429,apple pie
8,65988,8b255d7e-bb5d-4af0-9525-44ac2bac9652,21.139862,"documentRecency=0.051327553,documentRating=0.6,documentReviewCount=9.794319E-4,originalScore=21.139862",http://localhost:3000/recipe/65988,apple pie
9,145672,5682d947-64b2-4d7f-a248-3157571cbd17,21.139862,"documentRecency=0.058463547,documentRating=1.0,documentReviewCount=0.0013059092,originalScore=21.139862",http://localhost:3000/recipe/145672,apple pie
10,244643,1df6e03b-2c4a-4e6b-85c2-3d3880920496,21.139862,"documentRecency=0.06493083,documentRating=1.0,documentReviewCount=6.529546E-4,originalScore=21.139862",http://localhost:3000/recipe/244643,apple pie
11,244669,53bb810f-ef87-48a3-befb-1636851d6d83,21.139862,"documentRecency=0.06493083,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/244669,apple pie
12,254153,c5ccca31-97a6-4faf-94b4-1b8a133c2ebb,21.139862,"documentRecency=0.06544128,documentRating=1.0,documentReviewCount=0.0013059092,originalScore=21.139862",http://localhost:3000/recipe/254153,apple pie
13,264886,042b53a0-5a03-4586-97bb-372186e21da7,21.139862,"documentRecency=0.06607883,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=21.139862",http://localhost:3000/recipe/264886,apple pie
14,268412,f66b31c9-618d-4ee6-9a71-2d367d62d8d1,21.139862,"documentRecency=0.06625813,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=21.139862",http://localhost:3000/recipe/268412,apple pie
15,273073,9d284168-9cab-444a-9eee-0c7609770494,21.139862,"documentRecency=0.06653496,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=21.139862",http://localhost:3000/recipe/273073,apple pie
16,337821,3bd1da51-615f-482d-b239-cb51fbc70415,21.139862,"documentRecency=0.07081891,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/337821,apple pie
17,382960,2d473439-cd95-43a0-97d1-084c57a955fa,21.139862,"documentRecency=0.074431166,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/382960,apple pie
18,400184,3654092b-7327-4bce-baca-ad985b20dbe8,21.139862,"documentRecency=0.07621222,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/400184,apple pie
19,400632,b0d58e7d-99c0-4bd3-b551-b13b87290cf3,21.139862,"documentRecency=0.076275714,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/400632,apple pie
20,402966,7fb3061d-e50c-4994-b66c-60013cf361da,21.139862,"documentRecency=0.07653071,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/402966,apple pie
21,429333,4e6e3d9d-70c0-44a3-9cbd-2901610d46c6,21.139862,"documentRecency=0.07960798,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/429333,apple pie
22,444942,2633a72a-ec80-42a3-b431-63cd787607c6,21.139862,"documentRecency=0.08322579,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/444942,apple pie
23,495150,4e257992-6eb2-429e-823c-664b210653c6,21.139862,"documentRecency=0.10101449,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/495150,apple pie
24,509636,e8da218d-1821-432a-b51d-5e62e957ace5,21.139862,"documentRecency=0.10950056,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/509636,apple pie
25,528999,6b756fc1-7ec3-44f2-b142-3964fd91befb,21.139862,"documentRecency=0.16236028,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/528999,apple pie
26,534511,83e8184a-57ca-4f8b-9891-af733c6d54c0,21.139862,"documentRecency=0.19556227,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/534511,apple pie
27,541018,d6efb33e-54e1-4994-93ea-404e750f02f7,21.139862,"documentRecency=0.4371275,documentRating=0.0,documentReviewCount=0.0,originalScore=21.139862",http://localhost:3000/recipe/541018,apple pie
28,265898,903b63a9-c820-4813-bb9d-58c051c04cbb,20.325014,"documentRecency=0.066114604,documentRating=0.0,documentReviewCount=0.0,originalScore=20.325014",http://localhost:3000/recipe/265898,apple pie
29,328449,9d6bdfc4-1231-4fb6-a5df-fde40fa0cf51,20.110416,"documentRecency=0.07019458,documentRating=0.9,documentReviewCount=6.529546E-4,originalScore=20.110416",http://localhost:3000/recipe/328449,apple pie
30,267322,eb838a10-7dc0-4751-9881-f585967f5fcf,20.110416,"documentRecency=0.06618629,documentRating=1.0,documentReviewCount=6.529546E-4,originalScore=20.110416",http://localhost:3000/recipe/267322,apple pie
31,352044,b07ade4b-cc31-4737-b74c-648c87fc0066,20.110416,"documentRecency=0.071790576,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=20.110416",http://localhost:3000/recipe/352044,apple pie
32,520,b3e002b1-8c00-47d2-ab12-cf177f2e1d6d,18.768902,"documentRecency=0.042909157,documentRating=0.9,documentReviewCount=0.0039177276,originalScore=18.768902",http://localhost:3000/recipe/520,apple pie
33,2537,781497e7-675b-4c94-a60c-f62ea934b3ae,18.768902,"documentRecency=0.043156896,documentRating=1.0,documentReviewCount=0.028730003,originalScore=18.768902",http://localhost:3000/recipe/2537,apple pie
34,3905,f20b083d-060b-4726-a0f9-9ab26a499a9b,18.768902,"documentRecency=0.043223105,documentRating=0.8,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/3905,apple pie
35,7251,79c5f060-9be2-49b4-9c1c-823b8510a4b8,18.768902,"documentRecency=0.043864988,documentRating=0.6,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/7251,apple pie
36,7253,c8f5890e-c52a-4de2-9484-236e0371b604,18.768902,"documentRecency=0.043864988,documentRating=0.9,documentReviewCount=9.794319E-4,originalScore=18.768902",http://localhost:3000/recipe/7253,apple pie
37,8132,c64899b0-9550-4301-af68-9471022d34c5,18.768902,"documentRecency=0.043901794,documentRating=0.9,documentReviewCount=0.0016323866,originalScore=18.768902",http://localhost:3000/recipe/8132,apple pie
38,8133,1cc06fb1-4fbc-491a-ba32-a6d92db7bcd7,18.768902,"documentRecency=0.043901794,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/8133,apple pie
39,8134,9e433c58-25d9-4a04-b423-7bc94b8338d0,18.768902,"documentRecency=0.043901794,documentRating=0.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/8134,apple pie
40,8135,991f1113-3a10-4e1e-9926-caad275cc3dc,18.768902,"documentRecency=0.043901794,documentRating=0.0,documentReviewCount=0.0,originalScore=18.768902",http://localhost:3000/recipe/8135,apple pie
41,8136,0aad6152-b437-4acb-b80b-cb6247f94f3d,18.768902,"documentRecency=0.043901794,documentRating=0.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/8136,apple pie
42,8271,06bdcb27-3390-4297-8940-369ffb3eca1f,18.768902,"documentRecency=0.043901794,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/8271,apple pie
43,8329,7b582cc1-6038-4345-a04e-7ac2932e92a7,18.768902,"documentRecency=0.043917585,documentRating=0.8,documentReviewCount=9.794319E-4,originalScore=18.768902",http://localhost:3000/recipe/8329,apple pie
44,8421,cb78b4be-6251-4d93-b3bc-8cdb4c641380,18.768902,"documentRecency=0.043917585,documentRating=0.0,documentReviewCount=0.0,originalScore=18.768902",http://localhost:3000/recipe/8421,apple pie
45,10263,1403001e-5d02-4424-b2cd-64e5e736b37c,18.768902,"documentRecency=0.04665303,documentRating=0.8,documentReviewCount=0.0016323866,originalScore=18.768902",http://localhost:3000/recipe/10263,apple pie
46,10657,5bcd5440-0600-4419-b4d8-981de63b68a9,18.768902,"documentRecency=0.04675427,documentRating=0.8,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/10657,apple pie
47,11166,0a848d8e-d426-4a9f-8e74-e7334ed6986f,18.768902,"documentRecency=0.046903957,documentRating=1.0,documentReviewCount=0.009141365,originalScore=18.768902",http://localhost:3000/recipe/11166,apple pie
48,11308,4094edf5-bcd4-4255-b18c-257c544af040,18.768902,"documentRecency=0.04692799,documentRating=0.9,documentReviewCount=9.794319E-4,originalScore=18.768902",http://localhost:3000/recipe/11308,apple pie
49,12344,13d2d5cc-1c5a-48e6-92d2-e2a014828944,18.768902,"documentRecency=0.047115125,documentRating=0.0,documentReviewCount=0.0,originalScore=18.768902",http://localhost:3000/recipe/12344,apple pie
50,13838,03aa7603-b161-4e9e-ab19-423dda159893,18.768902,"documentRecency=0.047322094,documentRating=0.0,documentReviewCount=0.0,originalScore=18.768902",http://localhost:3000/recipe/13838,apple pie
51,13944,c15c8fe4-5c73-4d34-a610-4ea2401c3c1c,18.768902,"documentRecency=0.04732821,documentRating=1.0,documentReviewCount=9.794319E-4,originalScore=18.768902",http://localhost:3000/recipe/13944,apple pie
52,14166,87484036-e408-4432-906b-86428ccb5dab,18.768902,"documentRecency=0.04736493,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/14166,apple pie
53,14218,c705dfd5-0c56-43e8-9358-9d51d77bbcf9,18.768902,"documentRecency=0.04736493,documentRating=0.9,documentReviewCount=6.529546E-4,originalScore=18.768902",http://localhost:3000/recipe/14218,apple pie
54,14291,d23096f6-6285-46ca-8576-ab2787f59d48,18.768902,"documentRecency=0.047371056,documentRating=0.7,documentReviewCount=6.529546E-4,originalScore=18.768902",http://localhost:3000/recipe/14291,apple pie
55,14416,83670096-a323-4f83-be18-402c87bf57f8,18.768902,"documentRecency=0.04738944,documentRating=1.0,documentReviewCount=0.0016323866,originalScore=18.768902",http://localhost:3000/recipe/14416,apple pie
56,17969,fc1a7a8a-35d2-4dee-859e-44500386577c,18.768902,"documentRecency=0.04781008,documentRating=0.9,documentReviewCount=6.529546E-4,originalScore=18.768902",http://localhost:3000/recipe/17969,apple pie
57,18476,ff09f136-3c54-4323-9d38-25462e42450e,18.768902,"documentRecency=0.047847558,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/18476,apple pie
58,20236,7ade0d95-bfa6-49e7-8805-e353283d68df,18.768902,"documentRecency=0.047979176,documentRating=0.0,documentReviewCount=0.0,originalScore=18.768902",http://localhost:3000/recipe/20236,apple pie
59,21289,d0c5eafb-f14a-44f6-becb-0624b10ca65a,18.768902,"documentRecency=0.048048414,documentRating=0.9,documentReviewCount=0.0019588638,originalScore=18.768902",http://localhost:3000/recipe/21289,apple pie
60,21339,9f3b05c1-9c3a-485c-add2-bcd577842208,18.768902,"documentRecency=0.048048414,documentRating=0.8,documentReviewCount=6.529546E-4,originalScore=18.768902",http://localhost:3000/recipe/21339,apple pie
61,43990,c926e177-d3d5-44aa-95ce-006bc0c59bf9,18.768902,"documentRecency=0.049583487,documentRating=1.0,documentReviewCount=0.11785831,originalScore=18.768902",http://localhost:3000/recipe/43990,apple pie
62,44354,02c08dda-43ab-4d2a-92a7-f78445cfec79,18.768902,"documentRecency=0.04959692,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/44354,apple pie
63,44729,d7464547-eba3-4874-92d5-5e221aae29ed,18.768902,"documentRecency=0.049610358,documentRating=1.0,documentReviewCount=0.016650343,originalScore=18.768902",http://localhost:3000/recipe/44729,apple pie
64,45223,9fd96bbd-cbf3-49be-b3e8-d0844e4c1beb,18.768902,"documentRecency=0.049650703,documentRating=1.0,documentReviewCount=3.264773E-4,originalScore=18.768902",http://localhost:3000/recipe/45223,apple pie
65,46041,144f7677-6c2c-4be1-9126-142ed07b53d8,18.768902,"documentRecency=0.04972485,documentRating=1.0,documentReviewCount=0.0016323866,originalScore=18.768902",http://localhost:3000/recipe/46041,apple pie
66,46131,a4174221-1803-40ba-81cb-c3eac121e35c,18.768902,"documentRecency=0.04972485,documentRating=1.0,documentReviewCount=0.0022853413,originalScore=18.768902",http://localhost:3000/recipe/46131,apple pie
